1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ7ï\Å@èZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—1ê¢ë—ìñÇΩÇËêlàı Å|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,àÍî ê¢ë—êî,,,,,,,,,,àÍî ê¢ë—êlàı,,,,,,,,,,1ê¢ë—ìñÇΩÇËêlàı,,,,,,,,,
5,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj  ,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj  ,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv
86,"25201","055206","3","","","","é†âÍåß","ëÂí√és","óYã’","ÇUíöñ⁄",453,385,381,290,-,63,28,4,68,-,1207,1104,1099,959,-,100,40,5,103,-,2.6644591611,2.8675324675,2.8845144357,3.3068965517,-,1.5873015873,1.4285714286,1.2500000000,1.5147058824,-
87,"25201","0610","2","","","","é†âÍåß","ëÂí√és","êÁñÏ","",135,133,133,127,-,5,1,-,2,-,380,377,377,368,-,7,2,-,3,-,2.8148148148,2.8345864662,2.8345864662,2.8976377953,-,1.4000000000,2.0000000000,-,1.5000000000,-
88,"25201","061001","3","","","","é†âÍåß","ëÂí√és","êÁñÏ","ÇPíöñ⁄",91,90,90,87,-,2,1,-,1,-,271,270,270,266,-,2,2,-,1,-,2.9780219780,3.0000000000,3.0000000000,3.0574712644,-,1.0000000000,2.0000000000,-,1.0000000000,-
89,"25201","061002","3","","","","é†âÍåß","ëÂí√és","êÁñÏ","ÇQíöñ⁄",24,23,23,22,-,1,-,-,1,-,53,51,51,49,-,2,-,-,2,-,2.2083333333,2.2173913043,2.2173913043,2.2272727273,-,2.0000000000,-,-,2.0000000000,-
90,"25201","061003","3","","","","é†âÍåß","ëÂí√és","êÁñÏ","ÇRíöñ⁄",20,20,20,18,-,2,-,-,-,-,56,56,56,53,-,3,-,-,-,-,2.8000000000,2.8000000000,2.8000000000,2.9444444444,-,1.5000000000,-,-,-,-
91,"25201","0640","2","","","","é†âÍåß","ëÂí√és","ïcé≠","",647,584,581,352,-,205,24,3,63,-,1304,1228,1222,918,-,274,30,6,76,-,2.0154559505,2.1027397260,2.1032702238,2.6079545455,-,1.3365853659,1.2500000000,2.0000000000,1.2063492063,-
92,"25201","064001","3","","","","é†âÍåß","ëÂí√és","ïcé≠","ÇPíöñ⁄",106,106,106,47,-,58,1,-,-,-,222,222,222,125,-,96,1,-,-,-,2.0943396226,2.0943396226,2.0943396226,2.6595744681,-,1.6551724138,1.0000000000,-,-,-
93,"25201","064002","3","","","","é†âÍåß","ëÂí√és","ïcé≠","ÇQíöñ⁄",485,451,448,296,-,139,13,3,34,-,1002,956,950,765,-,168,17,6,46,-,2.0659793814,2.1197339246,2.1205357143,2.5844594595,-,1.2086330935,1.3076923077,2.0000000000,1.3529411765,-
94,"25201","064003","3","","","","é†âÍåß","ëÂí√és","ïcé≠","ÇRíöñ⁄",56,27,27,9,-,8,10,-,29,-,80,50,50,28,-,10,12,-,30,-,1.4285714286,1.8518518519,1.8518518519,3.1111111111,-,1.2500000000,1.2000000000,-,1.0344827586,-
95,"25201","0670","2","","","","é†âÍåß","ëÂí√és","ì˙ãgë‰","",1477,1472,1466,1444,-,21,1,6,5,-,3652,3640,3625,3566,-,56,3,15,12,-,2.4725795531,2.4728260870,2.4727148704,2.4695290859,-,2.6666666667,3.0000000000,2.5000000000,2.4000000000,-
96,"25201","067001","3","","","","é†âÍåß","ëÂí√és","ì˙ãgë‰","ÇPíöñ⁄",369,368,364,358,-,6,-,4,1,-,922,921,912,896,-,16,-,9,1,-,2.4986449864,2.5027173913,2.5054945055,2.5027932961,-,2.6666666667,-,2.2500000000,1.0000000000,-
97,"25201","067002","3","","","","é†âÍåß","ëÂí√és","ì˙ãgë‰","ÇQíöñ⁄",354,352,351,345,-,5,1,1,2,-,890,885,882,866,-,13,3,3,5,-,2.5141242938,2.5142045455,2.5128205128,2.5101449275,-,2.6000000000,3.0000000000,3.0000000000,2.5000000000,-
98,"25201","067003","3","","","","é†âÍåß","ëÂí√és","ì˙ãgë‰","ÇRíöñ⁄",396,396,395,387,-,8,-,1,-,-,981,981,978,960,-,18,-,3,-,-,2.4772727273,2.4772727273,2.4759493671,2.4806201550,-,2.2500000000,-,3.0000000000,-,-
99,"25201","067004","3","","","","é†âÍåß","ëÂí√és","ì˙ãgë‰","ÇSíöñ⁄",358,356,356,354,-,2,-,-,2,-,859,853,853,844,-,9,-,-,6,-,2.3994413408,2.3960674157,2.3960674157,2.3841807910,-,4.5000000000,-,-,3.0000000000,-
100,"25201","0710","2","","","","é†âÍåß","ëÂí√és","ç‚ñ{ñ{í¨","",15,15,15,15,-,-,-,-,-,-,20,20,20,20,-,-,-,-,-,-,1.3333333333,1.3333333333,1.3333333333,1.3333333333,-,-,-,-,-,-
101,"25201","0720","2","","","","é†âÍåß","ëÂí√és","ç‚ñ{","",3872,3840,3803,2931,186,641,45,37,32,-,9575,9492,9397,7708,408,1195,86,95,83,-,2.4728822314,2.4718750000,2.4709439916,2.6298191743,2.1935483871,1.8642745710,1.9111111111,2.5675675676,2.5937500000,-
102,"25201","072001","3","","","","é†âÍåß","ëÂí√és","ç‚ñ{","ÇPíöñ⁄",430,425,425,356,28,39,2,-,5,-,1065,1048,1048,910,53,77,8,-,17,-,2.4767441860,2.4658823529,2.4658823529,2.5561797753,1.8928571429,1.9743589744,4.0000000000,-,3.4000000000,-
103,"25201","072002","3","","","","é†âÍåß","ëÂí√és","ç‚ñ{","ÇQíöñ⁄",458,457,453,356,-,97,-,4,1,-,1210,1209,1198,1005,-,193,-,11,1,-,2.6419213974,2.6455142232,2.6445916115,2.8230337079,-,1.9896907216,-,2.7500000000,1.0000000000,-
104,"25201","072003","3","","","","é†âÍåß","ëÂí√és","ç‚ñ{","ÇRíöñ⁄",858,856,842,671,-,164,7,14,2,-,2178,2175,2129,1834,-,287,8,46,3,-,2.5384615385,2.5408878505,2.5285035629,2.7332339791,-,1.7500000000,1.1428571429,3.2857142857,1.5000000000,-
105,"25201","072004","3","","","","é†âÍåß","ëÂí√és","ç‚ñ{","ÇSíöñ⁄",204,198,195,187,-,5,3,3,6,-,510,495,492,476,-,10,6,3,15,-,2.5000000000,2.5000000000,2.5230769231,2.5454545455,-,2.0000000000,2.0000000000,1.0000000000,2.5000000000,-
106,"25201","072005","3","","","","é†âÍåß","ëÂí√és","ç‚ñ{","ÇTíöñ⁄",237,228,226,190,-,21,15,2,9,-,563,537,535,454,-,48,33,2,26,-,2.3755274262,2.3552631579,2.3672566372,2.3894736842,-,2.2857142857,2.2000000000,1.0000000000,2.8888888889,-
107,"25201","072006","3","","","","é†âÍåß","ëÂí√és","ç‚ñ{","ÇUíöñ⁄",604,601,598,426,54,105,13,3,3,-,1508,1497,1490,1144,115,211,20,7,11,-,2.4966887417,2.4908485857,2.4916387960,2.6854460094,2.1296296296,2.0095238095,1.5384615385,2.3333333333,3.6666666667,-
108,"25201","072007","3","","","","é†âÍåß","ëÂí√és","ç‚ñ{","ÇVíöñ⁄",716,712,702,506,19,172,5,10,4,-,1661,1657,1632,1283,37,301,11,25,4,-,2.3198324022,2.3272471910,2.3247863248,2.5355731225,1.9473684211,1.7500000000,2.2000000000,2.5000000000,1.0000000000,-
109,"25201","072008","3","","","","é†âÍåß","ëÂí√és","ç‚ñ{","ÇWíöñ⁄",365,363,362,239,85,38,-,1,2,-,880,874,873,602,203,68,-,1,6,-,2.4109589041,2.4077134986,2.4116022099,2.5188284519,2.3882352941,1.7894736842,-,1.0000000000,3.0000000000,-
110,"25201","0800","2","","","","é†âÍåß","ëÂí√és","ñÿÇÃâ™í¨","",382,377,376,331,-,41,4,1,5,-,909,901,900,800,-,90,10,1,8,-,2.3795811518,2.3899204244,2.3936170213,2.4169184290,-,2.1951219512,2.5000000000,1.0000000000,1.6000000000,-
111,"25201","0810","2","","","","é†âÍåß","ëÂí√és","â∫ç„ñ{","",2765,2747,2736,2116,-,614,6,11,18,-,7642,7616,7598,6445,-,1138,15,18,26,-,2.7638336347,2.7724790681,2.7770467836,3.0458412098,-,1.8534201954,2.5000000000,1.6363636364,1.4444444444,-
112,"25201","081001","3","","","","é†âÍåß","ëÂí√és","â∫ç„ñ{","ÇPíöñ⁄",466,465,464,345,-,119,-,1,1,-,1212,1210,1209,1008,-,201,-,1,2,-,2.6008583691,2.6021505376,2.6056034483,2.9217391304,-,1.6890756303,-,1.0000000000,2.0000000000,-
113,"25201","081002","3","","","","é†âÍåß","ëÂí√és","â∫ç„ñ{","ÇQíöñ⁄",442,442,442,363,-,79,-,-,-,-,1272,1272,1272,1128,-,144,-,-,-,-,2.8778280543,2.8778280543,2.8778280543,3.1074380165,-,1.8227848101,-,-,-,-
114,"25201","081003","3","","","","é†âÍåß","ëÂí√és","â∫ç„ñ{","ÇRíöñ⁄",452,450,450,375,-,75,-,-,2,-,1373,1367,1367,1223,-,144,-,-,6,-,3.0376106195,3.0377777778,3.0377777778,3.2613333333,-,1.9200000000,-,-,3.0000000000,-
115,"25201","081004","3","","","","é†âÍåß","ëÂí√és","â∫ç„ñ{","ÇSíöñ⁄",287,275,273,211,-,61,1,2,12,-,733,720,718,598,-,119,1,2,13,-,2.5540069686,2.6181818182,2.6300366300,2.8341232227,-,1.9508196721,1.0000000000,1.0000000000,1.0833333333,-
116,"25201","081005","3","","","","é†âÍåß","ëÂí√és","â∫ç„ñ{","ÇTíöñ⁄",413,413,410,259,-,151,-,3,-,-,1102,1102,1097,840,-,257,-,5,-,-,2.6682808717,2.6682808717,2.6756097561,3.2432432432,-,1.7019867550,-,1.6666666667,-,-
117,"25201","081006","3","","","","é†âÍåß","ëÂí√és","â∫ç„ñ{","ÇUíöñ⁄",705,702,697,563,-,129,5,5,3,-,1950,1945,1935,1648,-,273,14,10,5,-,2.7659574468,2.7706552707,2.7761836442,2.9271758437,-,2.1162790698,2.8000000000,2.0000000000,1.6666666667,-
118,"25201","0870","2","","","","é†âÍåß","ëÂí√és","î‰âbí“","",828,759,758,396,178,143,41,1,69,-,1954,1870,1867,1185,337,260,85,3,84,-,2.3599033816,2.4637681159,2.4630606860,2.9924242424,1.8932584270,1.8181818182,2.0731707317,3.0000000000,1.2173913043,-
119,"25201","087001","3","","","","é†âÍåß","ëÂí√és","î‰âbí“","ÇPíöñ⁄",485,422,421,292,64,58,7,1,63,-,1191,1126,1123,887,94,130,12,3,65,-,2.4556701031,2.6682464455,2.6674584323,3.0376712329,1.4687500000,2.2413793103,1.7142857143,3.0000000000,1.0317460317,-
120,"25201","087002","3","","","","é†âÍåß","ëÂí√és","î‰âbí“","ÇQíöñ⁄",343,337,337,104,114,85,34,-,6,-,763,744,744,298,243,130,73,-,19,-,2.2244897959,2.2077151335,2.2077151335,2.8653846154,2.1315789474,1.5294117647,2.1470588235,-,3.1666666667,-
121,"25201","0890","2","","","","é†âÍåß","ëÂí√és","ìÇçË","",1696,1689,1679,910,359,396,14,10,7,-,3970,3962,3942,2538,710,675,19,20,8,-,2.3408018868,2.3457667259,2.3478260870,2.7890109890,1.9777158774,1.7045454545,1.3571428571,2.0000000000,1.1428571429,-
122,"25201","089001","3","","","","é†âÍåß","ëÂí√és","ìÇçË","ÇPíöñ⁄",636,633,629,409,-,213,7,4,3,-,1522,1519,1511,1127,-,374,10,8,3,-,2.3930817610,2.3996840442,2.4022257552,2.7555012225,-,1.7558685446,1.4285714286,2.0000000000,1.0000000000,-
123,"25201","089002","3","","","","é†âÍåß","ëÂí√és","ìÇçË","ÇQíöñ⁄",321,319,317,118,161,38,-,2,2,-,750,747,742,339,332,71,-,5,3,-,2.3364485981,2.3416927900,2.3406940063,2.8728813559,2.0621118012,1.8684210526,-,2.5000000000,1.5000000000,-
124,"25201","089003","3","","","","é†âÍåß","ëÂí√és","ìÇçË","ÇRíöñ⁄",465,463,460,170,198,86,6,3,2,-,971,969,963,456,378,123,6,6,2,-,2.0881720430,2.0928725702,2.0934782609,2.6823529412,1.9090909091,1.4302325581,1.0000000000,2.0000000000,1.0000000000,-
125,"25201","089004","3","","","","é†âÍåß","ëÂí√és","ìÇçË","ÇSíöñ⁄",274,274,273,213,-,59,1,1,-,-,727,727,726,616,-,107,3,1,-,-,2.6532846715,2.6532846715,2.6593406593,2.8920187793,-,1.8135593220,3.0000000000,1.0000000000,-,-
126,"25201","0930","2","","","","é†âÍåß","ëÂí√és","ñÌê∂í¨","",236,225,222,187,-,35,-,3,11,-,609,584,578,510,-,68,-,6,25,-,2.5805084746,2.5955555556,2.6036036036,2.7272727273,-,1.9428571429,-,2.0000000000,2.2727272727,-
127,"25201","0940","2","","","","é†âÍåß","ëÂí√és","åäëæ","",686,682,678,450,-,222,6,4,4,-,1591,1583,1576,1201,-,367,8,7,8,-,2.3192419825,2.3211143695,2.3244837758,2.6688888889,-,1.6531531532,1.3333333333,1.7500000000,2.0000000000,-
128,"25201","094001","3","","","","é†âÍåß","ëÂí√és","åäëæ","ÇPíöñ⁄",219,219,218,150,-,66,2,1,-,-,510,510,508,409,-,97,2,2,-,-,2.3287671233,2.3287671233,2.3302752294,2.7266666667,-,1.4696969697,1.0000000000,2.0000000000,-,-
129,"25201","094002","3","","","","é†âÍåß","ëÂí√és","åäëæ","ÇQíöñ⁄",318,317,315,165,-,148,2,2,1,-,699,697,693,445,-,246,2,4,2,-,2.1981132075,2.1987381703,2.2000000000,2.6969696970,-,1.6621621622,1.0000000000,2.0000000000,2.0000000000,-
130,"25201","094003","3","","","","é†âÍåß","ëÂí√és","åäëæ","ÇRíöñ⁄",149,146,145,135,-,8,2,1,3,-,382,376,375,347,-,24,4,1,6,-,2.5637583893,2.5753424658,2.5862068966,2.5703703704,-,3.0000000000,2.0000000000,1.0000000000,2.0000000000,-
131,"25201","0970","2","","","","é†âÍåß","ëÂí√és","é†âÍó¢","",1196,1189,1178,846,-,290,42,11,7,-,3084,3069,3046,2387,-,570,89,23,15,-,2.5785953177,2.5811606392,2.5857385399,2.8215130024,-,1.9655172414,2.1190476190,2.0909090909,2.1428571429,-
132,"25201","097001","3","","","","é†âÍåß","ëÂí√és","é†âÍó¢","ÇPíöñ⁄",336,334,330,247,-,83,-,4,2,-,869,861,849,693,-,156,-,12,8,-,2.5863095238,2.5778443114,2.5727272727,2.8056680162,-,1.8795180723,-,3.0000000000,4.0000000000,-
133,"25201","097002","3","","","","é†âÍåß","ëÂí√és","é†âÍó¢","ÇQíöñ⁄",293,290,287,214,-,58,15,3,3,-,720,717,712,575,-,115,22,5,3,-,2.4573378840,2.4724137931,2.4808362369,2.6869158879,-,1.9827586207,1.4666666667,1.6666666667,1.0000000000,-
134,"25201","097003","3","","","","é†âÍåß","ëÂí√és","é†âÍó¢","ÇRíöñ⁄",235,234,233,189,-,25,19,1,1,-,582,580,579,475,-,53,51,1,2,-,2.4765957447,2.4786324786,2.4849785408,2.5132275132,-,2.1200000000,2.6842105263,1.0000000000,2.0000000000,-
135,"25201","097004","3","","","","é†âÍåß","ëÂí√és","é†âÍó¢","ÇSíöñ⁄",332,331,328,196,-,124,8,3,1,-,913,911,906,644,-,246,16,5,2,-,2.7500000000,2.7522658610,2.7621951220,3.2857142857,-,1.9838709677,2.0000000000,1.6666666667,2.0000000000,-
136,"25201","1010","2","","","","é†âÍåß","ëÂí√és","å©ê¢","",599,596,593,386,-,202,5,3,3,-,1474,1467,1458,1075,-,375,8,9,7,-,2.4607679466,2.4614093960,2.4586846543,2.7849740933,-,1.8564356436,1.6000000000,3.0000000000,2.3333333333,-
137,"25201","101001","3","","","","é†âÍåß","ëÂí√és","å©ê¢","ÇPíöñ⁄",260,260,257,139,-,115,3,3,-,-,630,630,621,394,-,221,6,9,-,-,2.4230769231,2.4230769231,2.4163424125,2.8345323741,-,1.9217391304,2.0000000000,3.0000000000,-,-
138,"25201","101002","3","","","","é†âÍåß","ëÂí√és","å©ê¢","ÇQíöñ⁄",339,336,336,247,-,87,2,-,3,-,844,837,837,681,-,154,2,-,7,-,2.4896755162,2.4910714286,2.4910714286,2.7570850202,-,1.7701149425,1.0000000000,-,2.3333333333,-
139,"25201","1030","2","","","","é†âÍåß","ëÂí√és","ç€êÏ","",1107,1094,1086,830,-,186,70,8,13,-,2787,2762,2740,2256,-,278,206,22,25,-,2.5176151762,2.5246800731,2.5230202578,2.7180722892,-,1.4946236559,2.9428571429,2.7500000000,1.9230769231,-
140,"25201","103001","3","","","","é†âÍåß","ëÂí√és","ç€êÏ","ÇPíöñ⁄",33,33,33,29,-,4,-,-,-,-,83,83,83,72,-,11,-,-,-,-,2.5151515152,2.5151515152,2.5151515152,2.4827586207,-,2.7500000000,-,-,-,-
141,"25201","103002","3","","","","é†âÍåß","ëÂí√és","ç€êÏ","ÇQíöñ⁄",443,437,433,285,-,79,69,4,6,-,1130,1121,1107,791,-,111,205,14,9,-,2.5507900677,2.5652173913,2.5565819861,2.7754385965,-,1.4050632911,2.9710144928,3.5000000000,1.5000000000,-
142,"25201","103003","3","","","","é†âÍåß","ëÂí√és","ç€êÏ","ÇRíöñ⁄",399,393,390,323,-,66,1,3,6,-,914,899,892,792,-,99,1,7,15,-,2.2907268170,2.2875318066,2.2871794872,2.4520123839,-,1.5000000000,1.0000000000,2.3333333333,2.5000000000,-
143,"25201","103004","3","","","","é†âÍåß","ëÂí√és","ç€êÏ","ÇSíöñ⁄",232,231,230,193,-,37,-,1,1,-,660,659,658,601,-,57,-,1,1,-,2.8448275862,2.8528138528,2.8608695652,3.1139896373,-,1.5405405405,-,1.0000000000,1.0000000000,-
144,"25201","1070","2","","","","é†âÍåß","ëÂí√és","Ç†Ç©ÇÀí¨","",370,369,364,315,-,46,3,5,1,-,982,978,968,892,-,66,10,10,4,-,2.6540540541,2.6504065041,2.6593406593,2.8317460317,-,1.4347826087,3.3333333333,2.0000000000,4.0000000000,-
145,"25201","1080","2","","","","é†âÍåß","ëÂí√és","ò@írí¨","",428,410,410,270,-,136,4,-,18,-,914,896,896,651,-,240,5,-,18,-,2.1355140187,2.1853658537,2.1853658537,2.4111111111,-,1.7647058824,1.2500000000,-,1.0000000000,-
146,"25201","1090","2","","","","é†âÍåß","ëÂí√és","çcéqÇ™ãu","",1964,1932,1922,1403,57,431,31,10,32,-,4448,4404,4383,3528,118,667,70,21,44,-,2.2647657841,2.2795031056,2.2804370447,2.5146115467,2.0701754386,1.5475638051,2.2580645161,2.1000000000,1.3750000000,-
147,"25201","109001","3","","","","é†âÍåß","ëÂí√és","çcéqÇ™ãu","ÇPíöñ⁄",551,549,540,308,57,162,13,9,2,-,1175,1170,1151,805,118,206,22,19,5,-,2.1324863884,2.1311475410,2.1314814815,2.6136363636,2.0701754386,1.2716049383,1.6923076923,2.1111111111,2.5000000000,-
148,"25201","109002","3","","","","é†âÍåß","ëÂí√és","çcéqÇ™ãu","ÇQíöñ⁄",1179,1172,1172,988,-,172,12,-,7,-,2800,2786,2786,2478,-,272,36,-,14,-,2.3748939779,2.3771331058,2.3771331058,2.5080971660,-,1.5813953488,3.0000000000,-,2.0000000000,-
149,"25201","109003","3","","","","é†âÍåß","ëÂí√és","çcéqÇ™ãu","ÇRíöñ⁄",234,211,210,107,-,97,6,1,23,-,473,448,446,245,-,189,12,2,25,-,2.0213675214,2.1232227488,2.1238095238,2.2897196262,-,1.9484536082,2.0000000000,2.0000000000,1.0869565217,-
150,"25201","1120","2","","","","é†âÍåß","ëÂí√és","ç˜ñÏí¨","",1148,1146,1141,704,-,418,19,5,2,-,2626,2620,2610,1839,-,733,38,10,6,-,2.2874564460,2.2862129145,2.2874671341,2.6122159091,-,1.7535885167,2.0000000000,2.0000000000,3.0000000000,-
151,"25201","112001","3","","","","é†âÍåß","ëÂí√és","ç˜ñÏí¨","ÇPíöñ⁄",451,449,446,209,-,228,9,3,2,-,913,907,899,542,-,348,9,8,6,-,2.0243902439,2.0200445434,2.0156950673,2.5933014354,-,1.5263157895,1.0000000000,2.6666666667,3.0000000000,-
152,"25201","112002","3","","","","é†âÍåß","ëÂí√és","ç˜ñÏí¨","ÇQíöñ⁄",697,697,695,495,-,190,10,2,-,-,1713,1713,1711,1297,-,385,29,2,-,-,2.4576757532,2.4576757532,2.4618705036,2.6202020202,-,2.0263157895,2.9000000000,1.0000000000,-,-
153,"25201","1140","2","","","","é†âÍåß","ëÂí√és","ã—êD","",984,980,973,628,120,217,8,7,4,-,2240,2230,2217,1618,217,363,19,13,10,-,2.2764227642,2.2755102041,2.2785200411,2.5764331210,1.8083333333,1.6728110599,2.3750000000,1.8571428571,2.5000000000,-
154,"25201","114001","3","","","","é†âÍåß","ëÂí√és","ã—êD","ÇPíöñ⁄",383,380,375,201,120,51,3,5,3,-,880,874,864,538,217,103,6,10,6,-,2.2976501305,2.3000000000,2.3040000000,2.6766169154,1.8083333333,2.0196078431,2.0000000000,2.0000000000,2.0000000000,-
155,"25201","114002","3","","","","é†âÍåß","ëÂí√és","ã—êD","ÇQíöñ⁄",297,296,296,212,-,83,1,-,1,-,668,664,664,524,-,137,3,-,4,-,2.2491582492,2.2432432432,2.2432432432,2.4716981132,-,1.6506024096,3.0000000000,-,4.0000000000,-
156,"25201","114003","3","","","","é†âÍåß","ëÂí√és","ã—êD","ÇRíöñ⁄",304,304,302,215,-,83,4,2,-,-,692,692,689,556,-,123,10,3,-,-,2.2763157895,2.2763157895,2.2814569536,2.5860465116,-,1.4819277108,2.5000000000,1.5000000000,-,-
157,"25201","1170","2","","","","é†âÍåß","ëÂí√és","ìÒñ{èº","",177,177,176,137,11,27,1,1,-,-,448,448,446,358,33,54,1,2,-,-,2.5310734463,2.5310734463,2.5340909091,2.6131386861,3.0000000000,2.0000000000,1.0000000000,2.0000000000,-,-
158,"25201","1180","2","","","","é†âÍåß","ëÂí√és","ñˆÇ™çË","",472,469,465,388,-,72,5,4,2,1,978,974,970,850,-,111,9,4,3,1,2.0720338983,2.0767590618,2.0860215054,2.1907216495,-,1.5416666667,1.8000000000,1.0000000000,1.5000000000,1.0000000000
159,"25201","1190","2","","","","é†âÍåß","ëÂí√és","ê_ã{í¨","",123,123,123,67,39,12,5,-,-,-,263,263,263,168,64,20,11,-,-,-,2.1382113821,2.1382113821,2.1382113821,2.5074626866,1.6410256410,1.6666666667,2.2000000000,-,-,-
160,"25201","1200","2","","","","é†âÍåß","ëÂí√és","ìÏéuâÍ","",1144,1135,1130,828,-,294,8,5,9,-,2917,2898,2888,2288,-,577,23,10,19,-,2.5498251748,2.5533039648,2.5557522124,2.7632850242,-,1.9625850340,2.8750000000,2.0000000000,2.1111111111,-
161,"25201","120001","3","çáéZínàÊÇ†ÇË","","1300","é†âÍåß","ëÂí√és","ìÏéuâÍ","ÇPíöñ⁄",301,296,293,248,-,41,4,3,5,-,750,740,732,649,-,69,14,8,10,-,2.4916943522,2.5000000000,2.4982935154,2.6169354839,-,1.6829268293,3.5000000000,2.6666666667,2.0000000000,-
162,"25201","120002","3","","","","é†âÍåß","ëÂí√és","ìÏéuâÍ","ÇQíöñ⁄",266,265,265,155,-,107,3,-,1,-,638,636,636,430,-,199,7,-,2,-,2.3984962406,2.4000000000,2.4000000000,2.7741935484,-,1.8598130841,2.3333333333,-,2.0000000000,-
163,"25201","120003","3","","","","é†âÍåß","ëÂí√és","ìÏéuâÍ","ÇRíöñ⁄",277,276,275,150,-,124,1,1,1,-,709,706,705,437,-,266,2,1,3,-,2.5595667870,2.5579710145,2.5636363636,2.9133333333,-,2.1451612903,2.0000000000,1.0000000000,3.0000000000,-
164,"25201","120004","3","","","","é†âÍåß","ëÂí√és","ìÏéuâÍ","ÇSíöñ⁄",300,298,297,275,-,22,-,1,2,-,820,816,815,772,-,43,-,1,4,-,2.7333333333,2.7382550336,2.7441077441,2.8072727273,-,1.9545454545,-,1.0000000000,2.0000000000,-
165,"25201","1240","2","","","","é†âÍåß","ëÂí√és","çÇçªí¨","",227,225,223,168,-,49,6,2,2,-,561,557,552,427,-,105,20,5,4,-,2.4713656388,2.4755555556,2.4753363229,2.5416666667,-,2.1428571429,3.3333333333,2.5000000000,2.0000000000,-
166,"25201","1250","2","","","","é†âÍåß","ëÂí√és","ä©äw","",517,516,512,357,-,145,10,4,1,-,1395,1392,1385,1005,-,347,33,7,3,-,2.6982591876,2.6976744186,2.7050781250,2.8151260504,-,2.3931034483,3.3000000000,1.7500000000,3.0000000000,-
167,"25201","125001","3","","","","é†âÍåß","ëÂí√és","ä©äw","ÇPíöñ⁄",198,197,196,147,-,48,1,1,1,-,604,601,600,474,-,122,4,1,3,-,3.0505050505,3.0507614213,3.0612244898,3.2244897959,-,2.5416666667,4.0000000000,1.0000000000,3.0000000000,-
168,"25201","125002","3","","","","é†âÍåß","ëÂí√és","ä©äw","ÇQíöñ⁄",319,319,316,210,-,97,9,3,-,-,791,791,785,531,-,225,29,6,-,-,2.4796238245,2.4796238245,2.4841772152,2.5285714286,-,2.3195876289,3.2222222222,2.0000000000,-,-
169,"25201","1270","2","","","","é†âÍåß","ëÂí√és","ñˆêÏ","",630,629,623,537,-,82,4,6,1,-,1737,1736,1720,1505,-,204,11,16,1,-,2.7571428571,2.7599364070,2.7608346709,2.8026070764,-,2.4878048780,2.7500000000,2.6666666667,1.0000000000,-
170,"25201","127001","3","","","","é†âÍåß","ëÂí√és","ñˆêÏ","ÇPíöñ⁄",308,308,303,259,-,44,-,5,-,-,877,877,865,758,-,107,-,12,-,-,2.8474025974,2.8474025974,2.8547854785,2.9266409266,-,2.4318181818,-,2.4000000000,-,-
