1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ6ï\Å@ê¢ë—ÇÃâ∆ë∞óﬁå^Åi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—ÇPê¢ë—ìñÇΩÇËêlàıÅi6çŒñ¢ñûÅE18çŒñ¢ñûÅE65çŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êîÅC65çŒà»è„ê¢ë—àıÇÃÇ›ÇÃàÍî ê¢ë—êîãyÇ—3ê¢ë„ê¢ë—Å\ì¡åfÅjÅ|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,àÍî ê¢ë—êî,,,,,,,,,,àÍî ê¢ë—êlàı,,,,,,,,,,ÇPê¢ë—ìñÇΩÇËêlàı,,,,,,,,,,ÅiçƒåfÅjÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj18çŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj65çŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj65çŒà»è„ê¢ë—àıÇÃÇ›ÇÃàÍî ê¢ë—êî,,,,,,,,,
5,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—
39,"25201","029001","3","îÈìΩínàÊ","0290","","é†âÍåß","ëÂí√és","ê^ñÏëÂñÏ","ÇPíöñ⁄",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
40,"25201","029002","3","îÈìΩínàÊ","0290","","é†âÍåß","ëÂí√és","ê^ñÏëÂñÏ","ÇQíöñ⁄",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41,"25201","0310","2","","","","é†âÍåß","ëÂí√és","ê^ñÏâ∆ìcí¨","",11,8,3,1,2,5,-,3,-,3,35,32,8,2,6,24,-,3,-,18,3.1818181818,4.0000000000,2.6666666667,2.0000000000,3.0000000000,4.8000000000,-,1.0000000000,-,6.0000000000,1,1,-,-,-,1,-,-,-,1,2,2,-,-,-,2,-,-,-,2,10,8,3,1,2,5,-,2,-,3,3,1,1,1,-,-,-,2,-,-
42,"25201","0320","2","","","","é†âÍåß","ëÂí√és","ê^ñÏíJå˚í¨","",51,44,24,8,12,20,-,7,-,16,180,173,76,16,49,97,-,7,-,84,3.5294117647,3.9318181818,3.1666666667,2.0000000000,4.0833333333,4.8500000000,-,1.0000000000,-,5.2500000000,6,6,4,-,4,2,-,-,-,2,19,19,8,-,7,11,-,-,-,11,36,31,12,6,3,19,-,5,-,15,10,5,5,5,-,-,-,5,-,-
43,"25201","0330","2","","","","é†âÍåß","ëÂí√és","å¸ózí¨","",155,128,107,51,41,21,1,26,-,19,410,380,282,102,146,98,4,26,-,93,2.6451612903,2.9687500000,2.6355140187,2.0000000000,3.5609756098,4.6666666667,4.0000000000,1.0000000000,-,4.8947368421,8,7,5,-,5,2,1,-,-,2,30,29,20,-,18,9,1,-,-,9,111,87,67,45,13,20,-,24,-,18,68,44,42,42,-,2,-,24,-,-
44,"25201","0340","2","","","","é†âÍåß","ëÂí√és","î¸ãÛí¨","",766,411,395,161,108,16,8,344,3,5,1415,1045,1003,322,382,42,18,344,8,15,1.8472584856,2.5425790754,2.5392405063,2.0000000000,3.5370370370,2.6250000000,2.2500000000,1.0000000000,2.6666666667,3.0000000000,35,35,35,-,25,-,-,-,-,-,95,95,94,-,52,1,-,-,-,1,377,210,198,119,36,12,4,163,-,5,263,99,98,98,-,1,1,163,-,-
45,"25201","0350","2","","","","é†âÍåß","ëÂí√és","â‘âÄí¨","",201,161,145,68,56,16,1,39,-,10,497,455,389,136,205,66,3,39,-,47,2.4726368159,2.8260869565,2.6827586207,2.0000000000,3.6607142857,4.1250000000,3.0000000000,1.0000000000,-,4.7000000000,9,9,6,-,6,3,-,-,-,2,28,28,24,-,21,4,-,-,-,3,135,103,90,56,20,13,1,31,-,8,83,51,50,49,-,1,1,31,-,-
46,"25201","0360","2","","","","é†âÍåß","ëÂí√és","ê¥ïóí¨","",395,333,293,133,142,40,2,59,1,27,1050,984,818,266,509,166,5,59,2,129,2.6582278481,2.9549549550,2.7918088737,2.0000000000,3.5845070423,4.1500000000,2.5000000000,1.0000000000,2.0000000000,4.7777777778,25,25,22,-,21,3,-,-,-,3,63,63,50,-,49,13,-,-,-,13,230,189,153,95,48,36,1,40,-,25,115,75,73,72,-,2,-,40,-,-
47,"25201","0370","2","","","","é†âÍåß","ëÂí√és","ózñæí¨","",305,266,235,103,107,31,2,37,-,23,816,773,639,206,373,134,6,37,-,112,2.6754098361,2.9060150376,2.7191489362,2.0000000000,3.4859813084,4.3225806452,3.0000000000,1.0000000000,-,4.8695652174,11,11,7,-,7,4,-,-,-,4,41,41,30,-,24,11,-,-,-,11,157,135,109,63,37,26,1,21,-,20,71,50,50,50,-,-,-,21,-,-
48,"25201","0380","2","","","","é†âÍåß","ëÂí√és","ê¥òaí¨","",416,355,324,130,155,31,-,61,-,21,1095,1034,910,260,555,124,-,61,-,96,2.6322115385,2.9126760563,2.8086419753,2.0000000000,3.5806451613,4.0000000000,-,1.0000000000,-,4.5714285714,15,15,11,-,9,4,-,-,-,4,73,73,62,-,54,11,-,-,-,10,172,144,118,73,33,26,-,28,-,18,85,57,57,54,-,-,-,28,-,-
49,"25201","0390","2","","","","é†âÍåß","ëÂí√és","óŒí¨","",451,409,363,141,188,46,1,40,1,25,1255,1211,1030,282,672,181,2,40,2,115,2.7827050998,2.9608801956,2.8374655647,2.0000000000,3.5744680851,3.9347826087,2.0000000000,1.0000000000,2.0000000000,4.6000000000,13,13,10,-,10,3,-,-,-,3,64,64,52,-,47,12,-,-,-,12,216,194,149,81,50,45,1,21,-,24,74,53,52,50,-,1,-,21,-,-
50,"25201","0400","2","","","","é†âÍåß","ëÂí√és","åòìc","",860,591,546,128,331,45,6,262,1,31,2152,1873,1680,256,1214,193,15,262,2,145,2.5023255814,3.1692047377,3.0769230769,2.0000000000,3.6676737160,4.2888888889,2.5000000000,1.0000000000,2.0000000000,4.6774193548,99,98,93,-,87,5,1,-,-,5,241,240,219,-,181,21,1,-,-,19,183,153,112,60,31,41,1,29,-,29,79,49,48,47,-,1,1,29,-,-
51,"25201","040001","3","","","","é†âÍåß","ëÂí√és","åòìc","ÇPíöñ⁄",743,582,537,125,326,45,6,154,1,31,2019,1848,1655,250,1197,193,15,154,2,145,2.7173620458,3.1752577320,3.0819366853,2.0000000000,3.6717791411,4.2888888889,2.5000000000,1.0000000000,2.0000000000,4.6774193548,97,96,91,-,85,5,1,-,-,5,236,235,214,-,176,21,1,-,-,19,182,153,112,60,31,41,1,28,-,29,78,49,48,47,-,1,1,28,-,-
52,"25201","040002","3","","","","é†âÍåß","ëÂí√és","åòìc","ÇQíöñ⁄",117,9,9,3,5,-,-,108,-,-,133,25,25,6,17,-,-,108,-,-,1.1367521368,2.7777777778,2.7777777778,2.0000000000,3.4000000000,-,-,1.0000000000,-,-,2,2,2,-,2,-,-,-,-,-,5,5,5,-,5,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-
53,"25201","0420","2","","","","é†âÍåß","ëÂí√és","ñ{åòìc","",3752,2541,2279,759,1131,262,30,1179,2,174,8918,7667,6561,1518,4132,1106,68,1179,4,852,2.3768656716,3.0173160173,2.8788942519,2.0000000000,3.6534040672,4.2213740458,2.2666666667,1.0000000000,2.0000000000,4.8965517241,406,406,369,-,352,37,-,-,-,35,914,903,807,-,682,96,3,8,-,93,1275,944,723,385,186,221,6,325,-,151,675,348,323,313,-,25,2,325,-,-
54,"25201","042001","3","","","","é†âÍåß","ëÂí√és","ñ{åòìc","ÇPíöñ⁄",508,370,304,111,121,66,4,134,-,44,1284,1140,848,222,458,292,10,134,-,228,2.5275590551,3.0810810811,2.7894736842,2.0000000000,3.7851239669,4.4242424242,2.5000000000,1.0000000000,-,5.1818181818,33,33,26,-,22,7,-,-,-,7,109,108,83,-,61,25,1,-,-,25,300,213,153,84,33,60,3,84,-,41,172,86,76,73,-,10,2,84,-,-
55,"25201","042002","3","","","","é†âÍåß","ëÂí√és","ñ{åòìc","ÇQíöñ⁄",452,343,273,100,132,70,8,101,-,51,1199,1077,768,200,472,309,21,101,-,252,2.6526548673,3.1399416910,2.8131868132,2.0000000000,3.5757575758,4.4142857143,2.6250000000,1.0000000000,-,4.9411764706,40,40,33,-,30,7,-,-,-,7,96,94,73,-,61,21,2,-,-,20,210,176,111,56,33,65,1,33,-,49,85,52,50,49,-,2,-,33,-,-
56,"25201","042003","3","","","","é†âÍåß","ëÂí√és","ñ{åòìc","ÇRíöñ⁄",725,445,393,131,175,52,8,271,1,32,1621,1331,1120,262,658,211,17,271,2,154,2.2358620690,2.9910112360,2.8498727735,2.0000000000,3.7600000000,4.0576923077,2.1250000000,1.0000000000,2.0000000000,4.8125000000,38,38,31,-,29,7,-,-,-,5,135,132,112,-,86,20,-,3,-,18,279,217,174,89,47,43,2,60,-,27,144,84,80,78,-,4,-,60,-,-
57,"25201","042004","3","","","","é†âÍåß","ëÂí√és","ñ{åòìc","ÇSíöñ⁄",961,638,609,206,308,29,5,318,-,17,2189,1861,1749,412,1119,112,10,318,-,79,2.2778355879,2.9169278997,2.8719211823,2.0000000000,3.6331168831,3.8620689655,2.0000000000,1.0000000000,-,4.6470588235,88,88,83,-,78,5,-,-,-,5,237,236,225,-,191,11,-,1,-,11,232,154,135,83,28,19,-,78,-,13,141,63,60,58,-,3,-,78,-,-
58,"25201","042005","3","","","","é†âÍåß","ëÂí√és","ñ{åòìc","ÇTíöñ⁄",519,276,253,86,118,23,4,239,-,16,1058,811,718,172,425,93,8,239,-,74,2.0385356455,2.9384057971,2.8379446640,2.0000000000,3.6016949153,4.0434782609,2.0000000000,1.0000000000,-,4.6250000000,49,49,42,-,41,7,-,-,-,7,98,95,86,-,69,9,-,3,-,9,154,108,91,46,26,17,-,46,-,11,86,40,37,36,-,3,-,46,-,-
59,"25201","042006","3","","","","é†âÍåß","ëÂí√és","ñ{åòìc","ÇUíöñ⁄",587,469,447,125,277,22,1,116,1,14,1567,1447,1358,250,1000,89,2,116,2,65,2.6695059625,3.0852878465,3.0380313199,2.0000000000,3.6101083032,4.0454545455,2.0000000000,1.0000000000,2.0000000000,4.6428571429,158,158,154,-,152,4,-,-,-,4,239,238,228,-,214,10,-,1,-,10,100,76,59,27,19,17,-,24,-,10,47,23,20,19,-,3,-,24,-,-
60,"25201","0480","2","","","","é†âÍåß","ëÂí√és","àﬂêÏ","",1228,882,812,306,401,70,13,333,-,48,2988,2618,2319,612,1455,299,37,333,-,231,2.4332247557,2.9682539683,2.8559113300,2.0000000000,3.6284289277,4.2714285714,2.8461538462,1.0000000000,-,4.8125000000,135,134,124,-,112,10,1,-,-,10,294,290,259,-,224,31,1,3,-,29,509,404,339,211,90,65,1,104,-,45,268,164,161,160,-,3,-,104,-,-
61,"25201","048001","3","","","","é†âÍåß","ëÂí√és","àﬂêÏ","ÇPíöñ⁄",631,405,374,115,202,31,10,216,-,22,1493,1246,1111,230,744,135,31,216,-,109,2.3660855784,3.0765432099,2.9705882353,2.0000000000,3.6831683168,4.3548387097,3.1000000000,1.0000000000,-,4.9545454545,85,84,80,-,71,4,1,-,-,4,172,168,154,-,130,14,1,3,-,13,168,130,101,60,28,29,1,37,-,21,84,47,46,46,-,1,-,37,-,-
62,"25201","048002","3","","","","é†âÍåß","ëÂí√és","àﬂêÏ","ÇQíöñ⁄",414,352,330,149,152,22,2,60,-,15,1072,1008,912,298,548,96,4,60,-,72,2.5893719807,2.8636363636,2.7636363636,2.0000000000,3.6052631579,4.3636363636,2.0000000000,1.0000000000,-,4.8000000000,34,34,30,-,28,4,-,-,-,4,91,91,81,-,74,10,-,-,-,10,234,201,180,118,47,21,-,33,-,14,122,89,88,87,-,1,-,33,-,-
63,"25201","048003","3","","","","é†âÍåß","ëÂí√és","àﬂêÏ","ÇRíöñ⁄",183,125,108,42,47,17,1,57,-,11,423,364,296,84,163,68,2,57,-,50,2.3114754098,2.9120000000,2.7407407407,2.0000000000,3.4680851064,4.0000000000,2.0000000000,1.0000000000,-,4.5454545455,16,16,14,-,13,2,-,-,-,2,31,31,24,-,20,7,-,-,-,6,107,73,58,33,15,15,-,34,-,10,62,28,27,27,-,1,-,34,-,-
64,"25201","0510","2","","","","é†âÍåß","ëÂí√és","ç°åòìc","",1974,1146,1071,340,577,75,13,815,-,56,4328,3487,3163,680,2112,324,26,815,-,269,2.1925025329,3.0427574171,2.9533146592,2.0000000000,3.6603119584,4.3200000000,2.0000000000,1.0000000000,-,4.8035714286,163,163,156,-,152,7,-,-,-,7,433,428,403,-,364,25,-,5,-,24,451,320,252,137,66,68,-,131,-,54,242,111,110,107,-,1,-,131,-,-
65,"25201","051001","3","","","","é†âÍåß","ëÂí√és","ç°åòìc","ÇPíöñ⁄",247,149,116,45,57,33,1,97,-,24,599,500,346,90,223,154,2,97,-,124,2.4251012146,3.3557046980,2.9827586207,2.0000000000,3.9122807018,4.6666666667,2.0000000000,1.0000000000,-,5.1666666667,21,21,19,-,19,2,-,-,-,2,51,51,42,-,41,9,-,-,-,8,117,82,49,33,7,33,-,35,-,24,65,30,29,28,-,1,-,35,-,-
66,"25201","051002","3","","","","é†âÍåß","ëÂí√és","ç°åòìc","ÇQíöñ⁄",1440,812,782,238,422,30,12,616,-,23,3067,2427,2308,476,1538,119,24,616,-,103,2.1298611111,2.9889162562,2.9514066496,2.0000000000,3.6445497630,3.9666666667,2.0000000000,1.0000000000,-,4.4782608696,123,123,121,-,117,2,-,-,-,2,322,317,308,-,275,9,-,5,-,9,248,169,146,73,40,23,-,79,-,21,136,57,57,56,-,-,-,79,-,-
67,"25201","051003","3","","","","é†âÍåß","ëÂí√és","ç°åòìc","ÇRíöñ⁄",287,185,173,57,98,12,-,102,-,9,662,560,509,114,351,51,-,102,-,42,2.3066202091,3.0270270270,2.9421965318,2.0000000000,3.5816326531,4.2500000000,-,1.0000000000,-,4.6666666667,19,19,16,-,16,3,-,-,-,3,60,60,53,-,48,7,-,-,-,7,86,69,57,31,19,12,-,17,-,9,41,24,24,23,-,-,-,17,-,-
68,"25201","0541","2","","","","é†âÍåß","ëÂí√és","ã¬ñÿí¨","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
69,"25201","0542","2","","","","é†âÍåß","ëÂí√és","ã¬ñÿ","",658,581,387,151,195,194,1,76,-,161,2132,2052,1105,302,709,947,4,76,-,842,3.2401215805,3.5318416523,2.8552971576,2.0000000000,3.6358974359,4.8814432990,4.0000000000,1.0000000000,-,5.2298136646,51,51,24,-,24,27,-,-,-,26,159,159,72,-,70,87,-,-,-,86,466,416,227,118,81,189,1,49,-,158,157,108,104,104,-,4,-,49,-,-
70,"25201","054201","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿ","ÇPíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
71,"25201","054202","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿ","ÇQíöñ⁄",264,240,163,69,80,77,1,23,-,60,854,827,454,138,285,373,4,23,-,321,3.2348484848,3.4458333333,2.7852760736,2.0000000000,3.5625000000,4.8441558442,4.0000000000,1.0000000000,-,5.3500000000,17,17,7,-,7,10,-,-,-,10,60,60,27,-,27,33,-,-,-,33,187,174,99,55,35,75,1,12,-,59,61,49,48,48,-,1,-,12,-,-
72,"25201","054203","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿ","ÇRíöñ⁄",56,48,32,8,20,16,-,8,-,12,188,180,100,16,72,80,-,8,-,67,3.3571428571,3.7500000000,3.1250000000,2.0000000000,3.6000000000,5.0000000000,-,1.0000000000,-,5.5833333333,3,3,2,-,2,1,-,-,-,1,17,17,8,-,8,9,-,-,-,9,38,33,17,6,8,16,-,5,-,12,12,7,6,6,-,1,-,5,-,-
73,"25201","054204","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿ","ÇSíöñ⁄",110,99,62,24,29,37,-,11,-,33,375,364,177,48,109,187,-,11,-,174,3.4090909091,3.6767676768,2.8548387097,2.0000000000,3.7586206897,5.0540540541,-,1.0000000000,-,5.2727272727,16,16,9,-,9,7,-,-,-,7,34,34,14,-,13,20,-,-,-,20,78,69,33,18,8,36,-,9,-,32,24,15,15,15,-,-,-,9,-,-
74,"25201","054205","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿ","ÇTíöñ⁄",88,73,44,13,27,29,-,15,-,25,293,278,136,26,100,142,-,15,-,130,3.3295454545,3.8082191781,3.0909090909,2.0000000000,3.7037037037,4.8965517241,-,1.0000000000,-,5.2000000000,8,8,3,-,3,5,-,-,-,5,17,17,8,-,7,9,-,-,-,9,67,57,28,12,14,29,-,10,-,25,22,12,10,10,-,2,-,10,-,-
75,"25201","054206","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿ","ÇUíöñ⁄",119,102,74,31,33,28,-,17,-,25,353,336,205,62,122,131,-,17,-,120,2.9663865546,3.2941176471,2.7702702703,2.0000000000,3.6969696970,4.6785714286,-,1.0000000000,-,4.8000000000,5,5,2,-,2,3,-,-,-,2,28,28,14,-,14,14,-,-,-,13,80,68,42,23,12,26,-,12,-,24,34,22,22,22,-,-,-,12,-,-
76,"25201","054207","3","","","","é†âÍåß","ëÂí√és","ã¬ñÿ","ÇVíöñ⁄",21,19,12,6,6,7,-,2,-,6,69,67,33,12,21,34,-,2,-,30,3.2857142857,3.5263157895,2.7500000000,2.0000000000,3.5000000000,4.8571428571,-,1.0000000000,-,5.0000000000,2,2,1,-,1,1,-,-,-,1,3,3,1,-,1,2,-,-,-,2,16,15,8,4,4,7,-,1,-,6,4,3,3,3,-,-,-,1,-,-
77,"25201","0551","2","","","","é†âÍåß","ëÂí√és","óYã’ñk","",876,642,596,156,377,46,4,230,-,31,2298,2060,1874,312,1401,186,8,230,-,142,2.6232876712,3.2087227414,3.1442953020,2.0000000000,3.7161803714,4.0434782609,2.0000000000,1.0000000000,-,4.5806451613,103,103,98,-,96,5,-,-,-,5,339,338,319,-,288,19,-,1,-,19,188,151,108,69,25,43,2,35,-,30,91,56,54,54,-,2,-,35,-,-
78,"25201","055101","3","","","","é†âÍåß","ëÂí√és","óYã’ñk","ÇPíöñ⁄",333,231,210,64,132,21,3,99,-,12,842,737,651,128,488,86,6,99,-,59,2.5285285285,3.1904761905,3.1000000000,2.0000000000,3.6969696970,4.0952380952,2.0000000000,1.0000000000,-,4.9166666667,62,62,60,-,60,2,-,-,-,2,127,126,114,-,110,12,-,1,-,12,66,52,33,19,10,19,1,13,-,11,31,18,16,16,-,2,-,13,-,-
79,"25201","055102","3","","","","é†âÍåß","ëÂí√és","óYã’ñk","ÇQíöñ⁄",543,411,386,92,245,25,1,131,-,19,1456,1323,1223,184,913,100,2,131,-,83,2.6813996317,3.2189781022,3.1683937824,2.0000000000,3.7265306122,4.0000000000,2.0000000000,1.0000000000,-,4.3684210526,41,41,38,-,36,3,-,-,-,3,212,212,205,-,178,7,-,-,-,7,122,99,75,50,15,24,1,22,-,19,60,38,38,38,-,-,-,22,-,-
80,"25201","0552","2","","","","é†âÍåß","ëÂí√és","óYã’","",1467,1052,935,278,550,117,13,402,-,83,3827,3393,2889,556,2071,504,32,402,-,402,2.6087252897,3.2252851711,3.0898395722,2.0000000000,3.7654545455,4.3076923077,2.4615384615,1.0000000000,-,4.8433734940,236,235,219,-,213,16,1,-,-,16,468,464,417,-,394,47,2,2,-,46,457,352,253,152,59,99,4,101,-,70,225,123,120,120,-,3,1,101,-,-
81,"25201","055201","3","","","","é†âÍåß","ëÂí√és","óYã’","ÇPíöñ⁄",137,86,70,18,39,16,3,48,-,14,341,285,213,36,141,72,8,48,-,66,2.4890510949,3.3139534884,3.0428571429,2.0000000000,3.6153846154,4.5000000000,2.6666666667,1.0000000000,-,4.7142857143,10,10,9,-,9,1,-,-,-,1,32,31,25,-,22,6,-,1,-,6,52,36,23,8,8,13,2,14,-,11,21,6,6,6,-,-,1,14,-,-
82,"25201","055202","3","","","","é†âÍåß","ëÂí√és","óYã’","ÇQíöñ⁄",161,109,75,24,37,34,-,52,-,25,421,369,220,48,141,149,-,52,-,122,2.6149068323,3.3853211009,2.9333333333,2.0000000000,3.8108108108,4.3823529412,-,1.0000000000,-,4.8800000000,13,13,11,-,10,2,-,-,-,2,33,32,22,-,20,10,-,1,-,10,82,69,37,21,8,32,-,13,-,24,33,20,18,18,-,2,-,13,-,-
83,"25201","055203","3","","","","é†âÍåß","ëÂí√és","óYã’","ÇRíöñ⁄",370,294,274,78,163,20,2,74,-,14,1018,939,845,156,608,94,5,74,-,77,2.7513513514,3.1938775510,3.0839416058,2.0000000000,3.7300613497,4.7000000000,2.5000000000,1.0000000000,-,5.5000000000,80,80,75,-,72,5,-,-,-,5,148,147,138,-,127,9,1,-,-,9,110,82,66,42,16,16,-,28,-,11,57,29,28,28,-,1,-,28,-,-
84,"25201","055204","3","","","","é†âÍåß","ëÂí√és","óYã’","ÇSíöñ⁄",53,49,43,7,27,6,-,4,-,6,180,176,147,14,107,29,-,4,-,29,3.3962264151,3.5918367347,3.4186046512,2.0000000000,3.9629629630,4.8333333333,-,1.0000000000,-,4.8333333333,23,23,20,-,19,3,-,-,-,3,29,29,25,-,22,4,-,-,-,4,9,8,5,2,2,3,-,1,-,3,3,2,2,2,-,-,-,1,-,-
85,"25201","055205","3","","","","é†âÍåß","ëÂí√és","óYã’","ÇTíöñ⁄",293,188,167,58,89,21,-,105,-,13,660,555,476,116,315,79,-,105,-,57,2.2525597270,2.9521276596,2.8502994012,2.0000000000,3.5393258427,3.7619047619,-,1.0000000000,-,4.3846153846,24,24,22,-,22,2,-,-,-,2,50,50,41,-,40,9,-,-,-,9,99,69,50,29,13,19,-,30,-,12,51,21,21,21,-,-,-,30,-,-
